schoolId,udiseschCode,schoolName,stateId,stateCd,districtId,districtCd,blockId,blockCd,villageId,villWardCd,clusterId,clusterCd,pincode,schLocRuralUrban,schCategoryId,schType,schMgmtId,classFrm,classTo,schoolStatus,schIdMerged,schMergedYear,stateName,districtName,blockName,clusterName,villageName,schMgmtDesc,schCatDesc,schLocDesc,schTypeDesc,schmgmtParentId,schBroadMgmtId,schMgmtDescSt,isOperational2018To19,isOperational2019To20,lgdStateId,isOperational2020To21,isOperational2021To22,isOperational2022To23,address,email,lgdurbanlocalbodyId,lgdurbanlocalbodyName,lgdwardId,lgdwardName,lgdvillageId,lgdvillName,lgdpanchayatId,lgdvillpanchayatName,lgdblockId,lgdblockName,lastmodifiedTime,sessionYear,keyFlag,yearId,schoolStatusName,isNewCY
2477379,******14801,AL HIRA NATIONAL ACADEMY,110,10,2008,1008,20100,100826,1962466,100826148,1901094.0,1008260002,855101,2,2,3,5,1,8,0,,,BIHAR,KISHANGANJ,BAHADURGANJ,M.S.BAHADURGANJ,WARD NO.14,Private Unaided (Recognized) ,Primary with Upper Primary,Urban,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,0,10,0,0,0,BAHADURGANJ BAHADURGANJ ,,249589,Bahadurganj-Town Panchayat,1299526,Bahadurganj (NP) - Ward No.14,,,,,0,,2021-07-26 15:00:39.186,2026-27,,13,Operational,2
2448254,******14802,AL.HIRA PUBLIC SCHOOL,110,10,2008,1008,20100,100826,1962466,100826148,1901094.0,1008260002,855101,2,3,3,5,1,12,0,,,BIHAR,KISHANGANJ,BAHADURGANJ,M.S.BAHADURGANJ,WARD NO.14,Private Unaided (Recognized) ,Pr. with Up.Pr. Sec. and H.Sec.,Urban,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,0,10,0,0,0,BAHADURGANJ BAHADURGANJ ,aps.bahadurganj@gmail.com,249589,Bahadurganj-Town Panchayat,1299526,Bahadurganj (NP) - Ward No.14,,,,,0,,2021-07-15 15:20:14.127,2026-27,,13,Operational,2
2431063,******04005,ALIM PUBLIC SCHOOL,110,10,2008,1008,20101,100827,1962514,100827040,1901134.0,1008270017,855107,1,6,3,5,1,10,0,,,BIHAR,KISHANGANJ,KOCHADHAMAN,U M S KUTTI,DHAN SONA,Private Unaided (Recognized) ,Pr. Up Pr. and Secondary Only,Rural,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,0,10,0,0,0,DHANSONA PHULWARI KUTTI KOCHADHAMAN,shahzadalam@gmail.com,,,,,222806,Dhanusna,96830,Kutti,1824,Kochadhaman,2026-01-11 11:35:37.147,2026-27,,13,Operational,2
2495324,******15802,AL MARKAZUL ISLAMI LIL BANEN AL BANAT,110,10,2008,1008,20098,100824,1964505,100824158,1901069.0,1008240013,855108,1,1,3,98,1,5,0,,,BIHAR,KISHANGANJ,THAKURGANJ,U.M.S GAMBHIR GARH,TATPAUA,Madarsa Unrecognized,Primary,Rural,3-Co-educational,98,4,Madarsa Unrecognized,50,50,10,0,0,0,"GORIGANJ TATPOWA Ps SUKHANI, THAKURGANJ",goriganjfoundationgory@gmail.com,,,,,222451,Tatpawa,96895,Tatpaua,1827,Thakurganj,2021-07-20 13:27:14.204,2026-27,,13,Operational,2
2465781,******02601,AMS GANGI HAT,110,10,2008,1008,20100,100826,1970833,100826026,1901099.0,1008260007,855101,1,1,3,1,1,5,0,,,BIHAR,KISHANGANJ,BAHADURGANJ,A.M.S.GNAGIHAT,GANGI,Department of Education,Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,BAHADURGANJ GANGIHAT ,,,,,,222672,Gangi,96779,Gangi,1821,Bahadurganj,2026-04-10 11:47:05.283,2026-27,,13,Operational,2
2483043,******02609,AMS INTERNATIONAL SCHOOL,110,10,2008,1008,20095,100821,1954967,100821026,1901018.0,1008210007,855107,1,2,3,5,1,8,0,,,BIHAR,KISHANGANJ,KISHANGANJ,U.M.S.BELWA KASIPUR,CHHAGALIA,Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,0,10,0,0,0,"AMS INTERNATIONAL SCHOOL, CHHAGALIA, BELWA",mdajmal54358@gmail.com,,,,,222920,Chhagalia,96806,Belwa,1823,Kishanganj,2024-09-24 16:44:10.347,2026-27,,13,Operational,2
2484466,******02101,AMS   POTHIA,110,10,2008,1008,20097,100823,1976078,100823021,1901055.0,1008230254,855117,1,1,3,1,1,5,0,,,BIHAR,KISHANGANJ,POTHIA,A.M.S POTHIA,POTHIA,Department of Education,Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,"AT-POTHIA PO,PS-POTHIA DIST-POTHIA ",zakirhussainzakirhussain@gmail.com,,,,,222562,Pothia,96841,Budhra,1825,Pothia,2025-12-26 11:17:50.979,2026-27,,13,Operational,2
2459970,******02602,AMS THAKURGANJ,110,10,2008,1008,20098,100824,1962058,100824026,1905783.0,1008240001,855116,2,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,THAKURGANJ,A M S THAKURGANJ,THAKUR GANJ,Department of Education,Primary with Upper Primary,Urban,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,a.m.s thakurganj kishanganj,mk224665@gmail.com,249588,Thakurganj-Town Panchayat,35801,Thakurganj (NP) - Ward No.9,,,,,0,,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
2454198,******00901,AMS TULSIA,110,10,2008,1008,20099,100825,1968435,100825009,1901083.0,1008250006,855101,1,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,DIGHAL BANK,A.M.S.TULSIA,TULSIA,Department of Education,Primary with Upper Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,"At-Tulsia,Panchayat-Tulsia,Block-Dighalbank,District-Kishanganj,Bihar,855101",amstulsia494@gmail.com,,,,,222322,Tulshia,96805,Tulsia,1822,Dighalbank,2020-06-20 08:56:47.073,2026-27,,13,Operational,2
2431645,******20901,ANAND MARG JAGRITI SCHOOL THAKURGANJ,110,10,2008,1008,20098,100824,1971430,100824209,1905783.0,1008240001,855116,1,1,3,5,1,5,0,,,BIHAR,KISHANGANJ,THAKURGANJ,A M S THAKURGANJ,WARD NO-04,Private Unaided (Recognized) ,Primary,Rural,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,0,10,0,0,0,bhimbalish thakurganj ,jagritischooltkg@gmail.com,,,,,222391,Kanakpur,96886,Kanakpur,1827,Thakurganj,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
2436580,******00803,A-RAQUIB UMS MAHALBARI,110,10,2008,1008,20095,100821,1954949,100821008,1901022.0,1008210011,855107,1,2,3,1,1,8,0,,,BIHAR,KISHANGANJ,KISHANGANJ,M.S MOHAMMADPUR,PICHHLA,Department of Education,Primary with Upper Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,"A-RAQUIB UMS MAHALBARI, SURJAPUR KISHANGANJ",sahadevorwanorawn@gmail.com,,,,,222981,Pichhla,96813,Pichhla,1823,Kishanganj,2026-04-10 11:51:30.809,2026-27,,13,Operational,2
2505366,******00914,ARYABHATTA NATIONAL SCHOOL,110,10,2008,1008,20099,100825,1968435,100825009,1901083.0,1008250006,855101,1,2,3,5,1,8,0,,,BIHAR,KISHANGANJ,DIGHAL BANK,A.M.S.TULSIA,TULSIA,Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,50,10,50,50,50,"At-TULSIA OLD MARKET,BLOCK-DIGHALBANK,DISTRICT-KISHANGANJ,BIHAR,",,,,,,222322,Tulshia,96805,Tulsia,1822,Dighalbank,2024-11-26 11:24:34.791,2026-27,,13,Operational,2
2504250,******01809,ARZOO ACADEMY,110,10,2008,1008,20100,100826,1970825,100826018,1901114.0,1008260022,855101,1,2,3,5,1,8,0,,,BIHAR,KISHANGANJ,BAHADURGANJ,U.M.S PLASMANI,PALASMANI MANI,Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,50,10,50,50,50,Bahadurganj Kishanganj,,,,,,222718,Palasmani,96788,Palasmani,1821,Bahadurganj,2024-11-20 11:49:32.889,2026-27,,13,Operational,2
2499277,******06605,ASAD MORAL SCHOOL,110,10,2008,1008,20099,100825,1958271,100825066,1901079.0,1008250002,855108,1,2,3,5,1,8,0,,,BIHAR,KISHANGANJ,DIGHAL BANK,U M S JARJHULLA,PADAMPUR,Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,50,10,50,50,0,"AT-BETBARI,PANCHAYAT-TARABARI,PO-PADAMPUR,PS-GANDHARV DANGA,BLOCK-DIGHALBANK,DISTRICT-KISHANGANJ,BIHAR",asadmoralschool44@gmail.com,,,,,222338,Padampur,96796,Jagir Padampur,1822,Dighalbank,2023-04-18 11:34:38.242,2026-27,,13,Operational,2
2426531,******14501,ASHRAFOL ULOOM,110,10,2008,1008,20100,100826,1962463,100826145,1901099.0,1008260007,855101,1,2,3,97,1,8,0,,,BIHAR,KISHANGANJ,BAHADURGANJ,A.M.S.GNAGIHAT,ALTABARI,Madrasa Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,97,4,Madarsa Private Unaided(Recognized),50,0,10,0,0,0,BAHADURGANJ GANGIHAT ALTABARI ,,,,,,222665,Altabari,96770,Altabari,1821,Bahadurganj,2026-04-10 13:45:40.465,2026-27,,13,Operational,2
2505536,******02212,ASIAN PUBLIC SCHOOL,110,10,2008,1008,20098,100824,1962054,100824022,1901065.0,1008240008,855108,1,2,3,5,1,8,0,,,BIHAR,KISHANGANJ,THAKURGANJ,M.S.POWAKHALI,POWAKHALI,Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,50,10,50,50,50,Day Market Powakhali Thakurganj,,,,,,222480,Pouwa Khali,96884,Dumaria,1827,Thakurganj,2026-02-25 13:14:08.071,2026-27,,13,Operational,2
2499327,******02306,AUTHENTIC IDEAL SCHOOL,110,10,2008,1008,20098,100824,1962055,100824023,1901065.0,1008240008,855108,1,2,3,5,1,8,0,,,BIHAR,KISHANGANJ,THAKURGANJ,M.S.POWAKHALI,SARAI KURI,Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,50,10,50,50,50,AT-PAKARGACHHI POST-SARAIKURI DISTRICT KISHANGANJ,authenticidealschool2019@gamil.com,,,,,222500,Saraikuri,96879,Bholmara,1827,Thakurganj,2026-02-25 13:11:05.945,2026-27,,13,Operational,2
2437455,******15201,AZIM NATIONAL SCHOOL,110,10,2008,1008,20100,100826,1962470,100826152,1901112.0,1008260020,855101,2,6,3,5,1,10,0,,,BIHAR,KISHANGANJ,BAHADURGANJ,UMS GOPALPUR HAT,WARD NO.16,Private Unaided (Recognized) ,Pr. Up Pr. and Secondary Only,Urban,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,0,10,0,0,0,BAHADURGANJ GOPALPUR HAT ,azimnationalschool@gmail.com,249589,Bahadurganj-Town Panchayat,1299528,Bahadurganj (NP) - Ward No.16,,,,,0,,2026-02-26 13:01:31.214,2026-27,,13,Operational,2
2403832,******02304,BADAR PUBLIC SCHOOL,110,10,2008,1008,20101,100827,1962497,100827023,1901142.0,1008270025,855107,1,1,3,8,1,5,0,,,BIHAR,KISHANGANJ,KOCHADHAMAN,U M S NIMBASTI TUPAMARI,ANAR KALI,Unrecognized,Primary,Rural,3-Co-educational,8,4,Unrecognized,50,0,10,0,0,0,ANARKALI KOCHADHAMAN KISHANGANJ,badarpublicschool@gmail.com,,,,,222877,Anarkali,96821,Bualdah,1824,Kochadhaman,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
2419530,******02706,BAHADURGANJ COLLEGE BAHADURGANJ,110,10,2008,1008,20100,100826,1970834,100826027,1901094.0,1008260002,855101,1,11,3,4,11,12,0,,,BIHAR,KISHANGANJ,BAHADURGANJ,M.S.BAHADURGANJ,BAHADUR GANJ,Other State Govt. Managed,Higher Secondary only/Jr. College,Rural,3-Co-educational,4,2,Government Aided,50,0,10,0,0,0,BAHADURGANJ BAHADURGANJ ,bahadurganjcollegebahadurganj7@gmail.com,,,,,222718,Palasmani,96788,Palasmani,1821,Bahadurganj,2022-06-16 13:13:49.366,2026-27,,13,Operational,2
2432875,******18202,BAHRUDDIN P.S BHORHA BHERBHARIA,110,10,2008,1008,20101,100827,1962535,100827182,1901135.0,1008270018,855115,1,1,3,1,1,5,0,,,BIHAR,KISHANGANJ,KOCHADHAMAN,M S SINGHARI HAT,BHOURA,Department of Education,Primary,Rural,3-Co-educational,1,1,Department of Education,50,0,10,0,0,0,AT-BHORA BHERBHARIA SINGHARI HAT,,,,,,222822,Singhari,96824,Haldikhora,1824,Kochadhaman,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
2453526,******09406,BAL MANDIR SEN SEC SCHOOL,110,10,2008,1008,20095,100821,1958359,100821094,1900541.0,1008210005,855107,2,3,3,5,1,12,0,,,BIHAR,KISHANGANJ,KISHANGANJ,S.G.SING.M.S.KISHANGANJ,KISHANGANJ,Private Unaided (Recognized) ,Pr. with Up.Pr. Sec. and H.Sec.,Urban,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,0,10,0,0,0,"BAL MANDIR SEN SEC SCHOOL, DINAJPUR ROAD KISHANGANJ",bal.mandir2010@gmail.com,249590,Kishanganj-Municipality,35817,Kishanganj (M) - Ward No.10,,,,,0,,2020-07-15 08:35:45.897,2026-27,,13,Operational,2
2499155,******01503,BASE PUBLIC SCHOOL,110,10,2008,1008,20101,100827,1962489,100827015,1901128.0,1008270011,855107,1,2,3,5,1,8,0,,,BIHAR,KISHANGANJ,KOCHADHAMAN,U M S MASJIDGARH,MASJID GARH,Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,50,10,50,50,0,Vill- Masjidghar Bagalbari,bpskishanganj@gmail.com,,,,,222786,Masidgarh Dargah,96816,Bagalbari,1824,Kochadhaman,2023-04-20 11:45:50.828,2026-27,,13,Operational,2
2505534,******05602,BASIC EDUCATION PUBLIC SCHOOL,110,10,2008,1008,20096,100822,1970750,100822056,1901029.0,1008220248,855101,1,2,3,5,1,8,0,,,BIHAR,KISHANGANJ,TERHA GACHH,M S BHOJPUR BALUA,KAMATI,Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,50,10,50,50,50,Kamati Hat Terhagachh,,,,,,222261,Jhala,96869,Jhala,1826,Terhagachh,2026-02-23 10:53:05.789,2026-27,,13,Operational,2
2428123,******00902,BETHEL MISSION SCHOOL,110,10,2008,1008,20095,100821,1954950,100821009,1900540.0,1008210004,855107,1,3,3,5,1,12,0,,,BIHAR,KISHANGANJ,KISHANGANJ,M.S.S.SUDHAR KISHANGANJ,PHOOL BARI BASANTPUR,Private Unaided (Recognized) ,Pr. with Up.Pr. Sec. and H.Sec.,Rural,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,0,10,0,0,0,"BETHEL MISSION SCHOOL, FULWARI RAOD UTTARPALI, KISHANGANJ - 855107 (BIHAR)",bestbihar77@gmail.com,,,,,222941,Phulwari,96807,Chakla,1823,Kishanganj,2024-09-13 07:57:27.595,2026-27,,13,Operational,2
2431948,******04703,BRIGHT CAREER PUBLIC SCHOOL,110,10,2008,1008,20095,100821,1954988,100821047,1900541.0,1008210005,855107,2,2,3,5,1,8,0,,,BIHAR,KISHANGANJ,KISHANGANJ,S.G.SING.M.S.KISHANGANJ,WARD NO  8,Private Unaided (Recognized) ,Primary with Upper Primary,Urban,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,0,10,0,0,0,BRIGHT CAREER PUBLIC SCHOOL AT- KHAGRA P.O KISHANGANJ,taufiqrahmanr65@gmail.com,249590,Kishanganj-Municipality,35829,Kishanganj (M) - Ward No.22,,,,,0,,2024-02-09 21:39:55.031,2026-27,,13,Operational,2
2409786,******03507,BRILIANT PUBLIC SCHOOL,110,10,2008,1008,20100,100826,1970842,100826035,1901109.0,1008260017,855101,1,2,3,8,1,8,0,,,BIHAR,KISHANGANJ,BAHADURGANJ,U.M.S ALTABARI,ALTA BARI,Unrecognized,Primary with Upper Primary,Rural,3-Co-educational,8,4,Unrecognized,50,0,10,0,0,0,altabari bahadurganj,rahatnadimkausar@gmail.com,,,,,222665,Altabari,96770,Altabari,1821,Bahadurganj,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
2453024,******16503,CAREER PUBLIC SCHOOL,110,10,2008,1008,20097,100823,1954906,100823165,1901041.0,1008230240,855117,1,1,3,8,1,5,0,,,BIHAR,KISHANGANJ,POTHIA,M.S. HARIPOKHAR KANTIGACHH,FULHARA,Unrecognized,Primary,Rural,3-Co-educational,8,4,Unrecognized,50,0,10,0,0,0,VILL-HARIPOKHAR PO-KOIMARI PS-PAHARKATTA DIST-KISHANGANJ,cetbihar19@gmail.com,,,,,222540,Gorukhal,96847,Gorukhal,1825,Pothia,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
2474711,******03206,CARMEL MISSION SCHOOL,110,10,2008,1008,20095,100821,1954973,100821032,1900538.0,1008210002,855107,1,2,3,5,1,8,0,,,BIHAR,KISHANGANJ,KISHANGANJ,U.M..S.LAHRA PHOOLWARI,CHAKLA,Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,0,10,0,0,0,"CARMEL MISSION SCHOOL, At-Post- Chakla Ghat, Kishanganj",carmelmssionschoolkne@gmail.com,,,,,222939,Chakla,96807,Chakla,1823,Kishanganj,2020-07-04 16:32:41.946,2026-27,,13,Operational,2
2442714,******05103,CENTRAL ENGLISH SCHOOL,110,10,2008,1008,20095,100821,1954992,100821051,1900540.0,1008210004,855107,2,2,3,5,1,8,0,,,BIHAR,KISHANGANJ,KISHANGANJ,M.S.S.SUDHAR KISHANGANJ,MOHIUDEENPUR,Private Unaided (Recognized) ,Primary with Upper Primary,Urban,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,0,10,0,0,0,"CENTRAL ENGLISH SCHOOL, MOHIUDEEN PUR, KISHANGANJ",centralschool.1992@gmail.com,249590,Kishanganj-Municipality,35808,Kishanganj (M) - Ward No.1,,,,,0,,2020-07-09 18:09:21.645,2026-27,,13,Operational,2
2430424,******01408,CHILD ACADEMY CHHATTARGACHH,110,10,2008,1008,20097,100823,1964566,100823014,1901042.0,1008230241,855117,1,1,3,8,1,5,0,,,BIHAR,KISHANGANJ,POTHIA,M.S. CHHATAR GACHH,CHHATARGACHH,Unrecognized,Primary,Rural,3-Co-educational,8,4,Unrecognized,50,0,10,0,0,0,AT-CHHATTARGACHH PS-PAHARKATTA DIST-KISHANGANJ,,,,,,222609,Chhatar Gachh,96843,Chhattergachh.,1825,Pothia,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
2439830,******13502,CHILD LABOUR SCHOOL NAWDWA,110,10,2008,1008,20098,100824,1964544,100824200,1901067.0,1008240011,855116,1,1,3,5,1,5,0,,,BIHAR,KISHANGANJ,THAKURGANJ,U.M.S LODHA,DANGIBARI NAWDUBA,Private Unaided (Recognized) ,Primary,Rural,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,0,10,0,0,0,nawdwa thakurganj kishanganj,c.l.s.nawduba@gmail.com,,,,,222389,Churli,96886,Kanakpur,1827,Thakurganj,2020-03-21 12:48:12.375,2026-27,,13,Operational,2
2451720,******04305,CHILD LABOUR SCHOOL SALGURI,110,10,2008,1008,20098,100824,1962075,100824043,1901076.0,1008240020,855116,1,1,3,5,1,5,0,,,BIHAR,KISHANGANJ,THAKURGANJ,UMS KOCHABASTI,MALIN GAON,Private Unaided (Recognized) ,Primary,Rural,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,0,10,0,0,0,kochbasti thakurganj,c.l.ssalguri@gmail.com,,,,,222454,Salgori,96889,Malin Gaon,1827,Thakurganj,2026-04-10 14:56:41.488,2026-27,,13,Operational,2
2471278,******02711,CHILDREN'S ACADEMY,110,10,2008,1008,20100,100826,1970834,100826027,1901114.0,1008260022,855101,1,2,3,5,1,8,0,,,BIHAR,KISHANGANJ,BAHADURGANJ,U.M.S PLASMANI,BAHADUR GANJ,Private Unaided (Recognized) ,Primary with Upper Primary,Rural,3-Co-educational,5,3,Pvt. Unaided (Recognized),50,0,10,0,0,0,BAHADURGANJ PLASMANI ,,,,,,222718,Palasmani,96788,Palasmani,1821,Bahadurganj,2023-05-29 15:07:51.430322,2026-27,,13,Operational,2
